symbol,action_day,trading_day,time,status,prev_close,open,high,low,close,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,ask_price_6,ask_price_7,ask_price_8,ask_price_9,ask_price_10,ask_volume_1,ask_volume_2,ask_volume_3,ask_volume_4,ask_volume_5,ask_volume_6,ask_volume_7,ask_volume_8,ask_volume_9,ask_volume_10,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,bid_price_6,bid_price_7,bid_price_8,bid_price_9,bid_price_10,bid_volume_1,bid_volume_2,bid_volume_3,bid_volume_4,bid_volume_5,bid_volume_6,bid_volume_7,bid_volume_8,bid_volume_9,bid_volume_10,num_trades,volume,turnover,total_bid_volume,total_ask_volume,weighted_avg_bid_price,weighted_avg_ask_price,iopv,yield_to_maturity,limit_up,limit_down,prefix,syl1,syl2,sd2,trade_flag,after_price,after_volume,after_turnover,after_match_items,datetime
000004.SZ,20240308,20240308,92327000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,63400,9400,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,63400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092327000
000004.SZ,20240308,20240308,92336000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,68900,3900,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,68900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092336000
000004.SZ,20240308,20240308,92354000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,69000,3800,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,69000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092354000
000004.SZ,20240308,20240308,92403000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,73200,0,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,73200,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092403000
000004.SZ,20240308,20240308,92412000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,79000,4600,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,79000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092412000
000004.SZ,20240308,20240308,92421000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,79000,7000,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,79000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092421000
000004.SZ,20240308,20240308,92430000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,81300,5600,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,81300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092430000
000004.SZ,20240308,20240308,92439000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,94700,0,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,94700,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092439000
000004.SZ,20240308,20240308,92448000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,101100,16100,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,101100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092448000
000004.SZ,20240308,20240308,92457000,79,13.110000,0.000000,0.000000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,106400,16800,0,0,0,0,0,0,0,0,13.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,106400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092457000
000004.SZ,20240308,20240308,92500000,66,13.110000,13.110000,13.110000,13.110000,13.110000,13.110000,13.130000,13.160000,13.190000,13.210000,13.230000,13.270000,13.300000,13.310000,13.330000,4600,1000,500,6500,300,500,700,13100,800,2100,13.090000,13.080000,13.070000,13.030000,13.010000,13.000000,12.990000,12.980000,12.950000,12.930000,1000,300,600,2000,300,700,41800,100,11100,28300,146,133200,1746252,185400,601800,12.680000,14.040000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092500000
000004.SZ,20240308,20240308,92612000,66,13.110000,13.110000,13.110000,13.110000,13.110000,13.110000,13.130000,13.160000,13.190000,13.210000,13.230000,13.270000,13.300000,13.310000,13.330000,4600,1000,500,6500,300,500,700,13100,800,2100,13.090000,13.080000,13.070000,13.030000,13.010000,13.000000,12.990000,12.980000,12.950000,12.930000,1000,300,600,2000,300,700,41800,100,11100,28300,146,133200,1746252,185400,601800,12.680000,14.040000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092612000
000004.SZ,20240308,20240308,92712000,66,13.110000,13.110000,13.110000,13.110000,13.110000,13.110000,13.130000,13.160000,13.190000,13.210000,13.230000,13.270000,13.300000,13.310000,13.330000,4600,1000,500,6500,300,500,700,13100,800,2100,13.090000,13.080000,13.070000,13.030000,13.010000,13.000000,12.990000,12.980000,12.950000,12.930000,1000,300,600,2000,300,700,41800,100,11100,28300,146,133200,1746252,185400,601800,12.680000,14.040000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092712000
000004.SZ,20240308,20240308,92812000,66,13.110000,13.110000,13.110000,13.110000,13.110000,13.110000,13.130000,13.160000,13.190000,13.210000,13.230000,13.270000,13.300000,13.310000,13.330000,4600,1000,500,6500,300,500,700,13100,800,2100,13.090000,13.080000,13.070000,13.030000,13.010000,13.000000,12.990000,12.980000,12.950000,12.930000,1000,300,600,2000,300,700,41800,100,11100,28300,146,133200,1746252,185400,601800,12.680000,14.040000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092812000
000004.SZ,20240308,20240308,92912000,66,13.110000,13.110000,13.110000,13.110000,13.110000,13.110000,13.130000,13.160000,13.190000,13.210000,13.230000,13.270000,13.300000,13.310000,13.330000,4600,1000,500,6500,300,500,700,13100,800,2100,13.090000,13.080000,13.070000,13.030000,13.010000,13.000000,12.990000,12.980000,12.950000,12.930000,1000,300,600,2000,300,700,41800,100,11100,28300,146,133200,1746252,185400,601800,12.680000,14.040000,0,0,14.420000,11.800000,"",0,0,0,0,0.000000,0,0,0,20240308092912000
